Year,Month,tMax,tMin,Air Frost,Rainfall,Sun hours
1910,9,6.5,8.2,0.0,27.8,
1910,10,3.4,6.9,0.0,34.1,
1910,11,7.5,0.6,13.0,42.8,
1910,12,8.2,3.5,3.0,92.0,
1911,1,7.3,2.1,6.0,27.3,
1911,2,8.1,1.4,5.0,75.8,
1911,3,8.9,1.5,7.0,24.8,
1911,4,1.6,3.4,3.0,62.3,
1911,5,6.8,7.0,0.0,44.2,
1911,6,8.0,8.1,0.0,39.2,
1911,7,0.9,1.4,0.0,75.0,
1911,8,0.9,1.3,0.0,36.5,
1911,9,7.1,8.1,0.0,38.7,
1911,10,2.6,5.2,2.0,73.6,
1911,11,8.3,2.4,4.0,72.9,
1911,12,7.8,2.9,2.0,132.0,
1912,1,6.6,1.5,11.0,93.4,
1912,2,8.0,1.9,7.0,74.2,
1912,3,0.4,3.6,0.0,84.8,
1912,4,3.4,4.6,1.0,49.5,
1912,5,5.5,6.4,0.0,35.5,
1912,6,6.8,9.2,0.0,121.6,
1912,7,8.0,9.3,0.0,70.5,
1912,8,5.5,7.6,0.0,152.9,
1912,9,4.8,7.1,0.0,22.9,
1912,10,2.1,4.3,5.0,28.8,
1912,11,9.2,3.8,6.0,64.7,
1912,12,9.1,3.0,3.0,111.7,
1913,1,7.2,2.1,6.0,94.0,
1913,2,8.2,2.5,1.0,25.8,
1913,3,8.9,1.9,6.0,77.6,
1913,4,1.7,3.6,0.0,84.9,
1913,5,4.2,6.3,0.0,96.4,
1913,6,6.8,8.5,0.0,101.4,
1913,7,8.1,9.6,0.0,39.7,
1913,8,9.4,9.6,0.0,24.5,
1913,9,6.9,9.1,0.0,105.4,
1913,10,3.8,7.3,2.0,94.8,
1913,11,0.9,4.7,0.0,74.9,
1913,12,7.3,2.4,4.0,73.3,
1914,1,6.9,2.2,6.0,35.0,
1914,2,9.9,3.3,1.0,74.4,
1914,3,9.4,1.8,9.0,102.7,
1914,4,4.0,4.6,0.0,33.1,
1914,5,4.8,6.0,1.0,33.9,
1914,6,8.6,8.8,0.0,54.4,
1914,7,9.1,1.1,0.0,54.3,
1914,8,9.9,0.8,0.0,77.5,
1914,9,6.7,8.7,0.0,33.9,
1914,10,3.7,6.8,1.0,39.0,
1914,11,9.6,2.7,6.0,95.8,
1914,12,5.3,0.2,12.0,181.5,
1915,1,6.0,1.2,7.0,72.7,
1915,2,7.0,0.1,11.0,90.3,
1915,3,9.7,1.6,10.0,22.0,
1915,4,2.5,4.4,0.0,54.2,
1915,5,4.4,5.2,3.0,22.1,
1915,6,8.4,8.5,0.0,43.9,
1915,7,7.9,9.8,0.0,95.0,
1915,8,8.3,0.2,0.0,71.9,
1915,9,7.1,8.9,0.0,37.4,
1915,10,2.5,5.1,2.0,57.3,
1915,11,6.7,0.3,11.0,43.7,
1915,12,6.6,1.7,9.0,131.4,
1916,1,0.1,4.7,0.0,75.5,
1916,2,7.0,0.2,11.0,86.4,
1916,3,6.6,0.5,16.0,34.2,
1916,4,2.4,3.6,1.0,92.0,
1916,5,4.3,6.0,0.0,147.9,
1916,6,6.2,6.9,0.0,56.0,
1916,7,9.0,0.8,0.0,41.6,
1916,8,0.4,1.6,0.0,84.5,
1916,9,6.7,9.8,0.0,22.2,
1916,10,3.0,7.2,0.0,138.3,
1916,11,9.3,4.4,1.0,89.6,
1916,12,5.4,0.4,15.0,61.1,
1917,1,4.4,0.6,10.0,42.0,
1917,2,6.5,0.1,16.0,65.1,
1917,3,8.0,1.4,9.0,69.1,
1917,4,9.8,1.0,13.0,67.1,
1917,5,5.7,7.0,0.0,76.1,
1917,6,7.5,8.5,0.0,77.9,
1917,7,0.1,0.7,0.0,63.4,
1917,8,9.0,1.1,0.0,116.3,
1917,9,7.1,9.6,0.0,48.3,
1917,10,0.6,3.7,3.0,107.0,
1917,11,0.9,5.6,2.0,97.8,
1917,12,6.4,0.8,12.0,49.3,
1918,1,6.6,1.4,14.0,72.1,
1918,2,9.3,4.8,2.0,95.5,
1918,3,0.2,2.4,6.0,33.1,
1918,4,1.6,2.6,4.0,28.2,
1918,5,6.4,7.2,0.0,58.7,
1918,6,8.0,8.6,0.0,25.7,
1918,7,9.0,9.9,0.0,82.8,
1918,8,9.2,1.6,0.0,64.7,
1918,9,3.8,6.6,0.0,138.4,
1918,10,1.9,5.2,1.0,98.5,
1918,11,9.4,2.6,5.0,105.5,
1918,12,9.3,4.1,4.0,90.2,
1919,1,5.9,1.4,7.0,104.6,
1919,2,5.9,0.5,10.0,23.7,
1919,3,7.5,0.9,19.0,61.8,
1919,4,2.3,3.5,5.0,30.9,
1919,5,7.1,7.9,0.0,45.6,
1919,6,7.2,8.4,0.0,52.0,
1919,7,8.8,9.1,0.0,16.0,
1919,8,9.7,0.4,0.0,82.3,
1919,9,6.3,7.6,0.0,80.4,
1919,10,2.5,5.1,1.0,37.9,
1919,11,6.4,0.4,15.0,48.9,
1919,12,8.0,2.3,3.0,155.8,
1920,1,7.9,1.9,7.0,104.5,
1920,2,9.5,3.5,3.0,64.1,
1920,3,0.1,2.8,3.0,82.9,
1920,4,0.9,3.6,3.0,76.6,
1920,5,4.8,6.8,0.0,74.5,
1920,6,7.8,9.5,0.0,63.1,
1920,7,7.4,9.4,0.0,80.8,
1920,8,7.4,9.2,0.0,51.1,
1920,9,6.6,8.9,0.0,60.0,
1920,10,3.9,7.0,1.0,138.5,
1920,11,1.1,5.4,2.0,70.3,
1920,12,6.8,1.2,14.0,78.9,
1921,1,9.9,4.4,2.0,110.6,
1921,2,8.6,3.2,4.0,25.4,
1921,3,0.0,3.0,4.0,62.7,
1921,4,2.9,3.2,3.0,25.4,
1921,5,4.7,5.5,1.0,53.8,
1921,6,9.4,9.1,0.0,7.7,
1921,7,2.0,2.2,0.0,92.4,
1921,8,7.3,0.1,0.0,92.1,
1921,9,7.0,9.3,0.0,33.0,
1921,10,5.3,8.7,0.0,72.7,
1921,11,9.8,4.2,3.0,72.3,
1921,12,9.6,4.7,2.0,84.8,
1922,1,7.2,1.9,6.0,84.2,
1922,2,8.3,2.6,1.0,69.7,
1922,3,9.0,1.3,9.0,35.7,
1922,4,9.7,0.2,13.0,79.7,
1922,5,6.1,7.3,0.0,46.4,
1922,6,6.8,8.4,0.0,55.2,
1922,7,6.6,8.8,0.0,87.8,
1922,8,6.0,9.4,0.0,98.3,
1922,9,5.0,7.9,0.0,70.1,
1922,10,1.8,5.0,5.0,33.0,
1922,11,9.6,4.5,4.0,31.1,
1922,12,7.6,3.1,3.0,75.3,
1923,1,8.9,3.6,2.0,65.3,
1923,2,8.9,3.4,1.0,143.0,
1923,3,0.3,3.4,1.0,37.8,
1923,4,0.4,3.4,2.0,83.6,
1923,5,2.5,4.2,0.0,36.2,
1923,6,6.5,8.8,0.0,27.9,
1923,7,9.6,1.9,0.0,50.7,
1923,8,7.5,0.2,0.0,122.6,
1923,9,5.1,7.9,0.0,89.7,
1923,10,2.5,6.0,0.0,89.9,
1923,11,6.4,0.4,14.0,96.6,
1923,12,7.4,2.4,6.0,76.9,
1924,1,7.9,3.0,4.0,83.9,
1924,2,7.4,1.8,7.0,29.4,
1924,3,8.2,0.9,10.0,29.4,
1924,4,0.9,2.0,11.0,65.7,
1924,5,4.5,6.3,0.0,104.1,
1924,6,6.9,9.5,0.0,61.2,
1924,7,7.5,0.6,0.0,120.3,
1924,8,7.1,0.3,0.0,113.7,
1924,9,5.1,8.3,0.0,132.1,
1924,10,2.7,5.5,0.0,71.1,
1924,11,0.3,4.8,3.0,67.1,
1924,12,9.6,4.3,0.0,101.5,
1925,1,8.2,3.3,1.0,57.3,
1925,2,7.3,1.2,5.0,92.3,
1925,3,9.1,2.0,8.0,31.2,
1925,4,1.1,2.4,5.0,72.4,
1925,5,3.4,6.2,0.0,117.3,
1925,6,8.8,9.2,0.0,28.1,
1925,7,9.2,1.6,0.0,96.9,
1925,8,9.0,0.4,0.0,43.6,
1925,9,5.0,7.7,0.0,67.0,
1925,10,3.5,6.9,0.0,63.2,
1925,11,7.6,1.2,12.0,41.3,
1925,12,6.3,0.7,12.0,64.3,
1926,1,8.2,2.6,6.0,125.0,
1926,2,9.2,3.9,3.0,57.0,
1926,3,9.4,2.9,6.0,37.4,
1926,4,3.4,5.2,0.0,46.9,
1926,5,3.8,5.2,1.0,71.8,
1926,6,7.2,8.6,0.0,68.8,
1926,7,0.4,1.7,0.0,81.2,
1926,8,9.4,0.8,0.0,83.0,
1926,9,7.2,9.3,0.0,47.3,
1926,10,1.8,4.1,10.0,75.8,
1926,11,8.6,2.4,4.0,79.8,
1926,12,7.0,2.2,7.0,30.7,
1927,1,7.6,2.1,6.0,87.3,
1927,2,8.9,2.1,7.0,36.6,
1927,3,0.2,3.4,4.0,60.2,
1927,4,1.5,3.6,3.0,35.8,
1927,5,5.4,5.6,0.0,41.0,
1927,6,5.2,6.5,0.0,77.8,
1927,7,8.9,1.2,0.0,67.5,
1927,8,8.6,1.1,0.0,115.5,
1927,9,5.0,7.8,0.0,136.1,
1927,10,4.0,6.5,1.0,58.9,
1927,11,9.3,3.0,7.0,88.6,
1927,12,5.6,1.3,10.0,47.4,
1928,1,8.5,1.9,4.0,125.5,
1928,2,9.1,3.1,0.0,101.7,
1928,3,8.3,2.8,5.0,82.8,
1928,4,1.8,3.6,4.0,47.9,
1928,5,5.4,6.4,0.0,21.8,
1928,6,5.9,7.9,0.0,110.3,
1928,7,8.2,0.7,0.0,43.1,
1928,8,8.2,9.9,0.0,174.8,
1928,9,5.9,7.6,0.0,55.7,
1928,10,3.0,7.0,0.0,122.3,
1928,11,0.2,3.6,5.0,109.8,
1928,12,7.6,2.0,3.0,64.0,
1929,1,5.5,0.5,13.0,33.2,7.4
1929,2,5.7,1.7,10.0,57.8,7.1
1929,3,2.6,0.9,14.0,32.5,0.4
1929,4,0.9,2.4,3.0,23.6,4.4
1929,5,5.4,5.8,0.0,71.5,2.5
1929,6,7.2,7.9,0.0,47.9,3.8
1929,7,9.3,0.4,0.0,65.5,0.0
1929,8,7.5,0.6,0.0,141.8,4.8
1929,9,7.9,9.9,0.0,38.1,4.6
1929,10,2.2,5.5,2.0,140.9,5.9
1929,11,9.6,3.2,5.0,90.6,9.8
1929,12,7.8,2.1,4.0,153.9,6.0
1930,1,7.3,1.3,8.0,104.5,4.0
1930,2,4.8,1.1,18.0,22.5,1.9
1930,3,8.7,1.6,10.0,56.6,3.8
1930,4,1.8,4.0,2.0,40.2,3.1
1930,5,5.1,6.3,0.0,41.4,4.8
1930,6,9.1,8.9,0.0,39.7,7.6
1930,7,8.1,1.0,0.0,85.2,5.2
1930,8,7.5,0.6,0.0,150.7,6.6
1930,9,6.4,8.9,0.0,76.8,8.7
1930,10,2.6,6.7,0.0,138.1,0.9
1930,11,9.1,2.5,7.0,80.4,5.3
1930,12,7.5,2.6,4.0,66.9,0.2
1931,1,6.4,1.0,11.0,71.0,8.6
1931,2,7.6,1.1,7.0,69.0,3.3
1931,3,8.1,1.5,8.0,35.5,6.8
1931,4,1.6,3.8,1.0,87.8,6.0
1931,5,4.6,6.6,0.0,94.2,6.4
1931,6,7.2,9.8,0.0,131.2,3.3
1931,7,7.8,1.3,0.0,148.5,1.1
1931,8,7.8,9.8,0.0,52.8,8.9
1931,9,5.4,7.9,0.0,51.5,3.2
1931,10,2.8,4.9,5.0,53.6,8.3
1931,11,0.2,4.3,2.0,120.4,2.3
1931,12,8.8,4.7,2.0,64.9,9.1
1932,1,9.8,4.2,3.0,78.0,7.6
1932,2,7.7,1.0,11.0,3.3,3.7
1932,3,9.6,1.3,10.0,47.6,5.8
1932,4,0.8,2.0,4.0,63.4,5.5
1932,5,4.2,6.2,0.0,70.4,2.8
1932,6,9.6,9.1,0.0,21.9,8.1
1932,7,8.9,1.5,0.0,134.7,3.1
1932,8,8.8,1.0,0.0,66.2,4.7
1932,9,5.5,7.8,1.0,80.1,5.6
1932,10,2.0,4.7,1.0,72.8,7.2
1932,11,9.4,3.7,3.0,53.1,2.8
1932,12,8.4,3.4,3.0,125.9,6.6
1933,1,6.1,0.4,13.0,56.2,3.0
1933,2,7.4,1.2,12.0,73.4,7.0
1933,3,1.0,3.5,1.0,51.8,4.3
1933,4,3.2,5.2,3.0,22.2,1.3
1933,5,5.4,6.8,0.0,65.7,2.4
1933,6,9.0,0.1,0.0,55.9,7.3
1933,7,0.8,2.5,0.0,70.1,8.4
1933,8,0.2,1.5,0.0,39.7,8.8
1933,9,8.5,9.4,0.0,4.2,2.2
1933,10,3.2,6.7,0.0,52.1,5.5
1933,11,8.6,2.6,4.0,24.4,7.3
1933,12,6.5,1.7,10.0,42.3,1.9
1934,1,8.5,2.9,3.0,74.5,9.6
1934,2,8.4,2.4,6.0,7.0,4.8
1934,3,8.6,1.2,8.0,46.0,4.2
1934,4,0.6,2.7,4.0,66.9,3.3
1934,5,4.9,6.5,0.0,74.9,4.0
1934,6,9.2,9.8,0.0,36.9,2.5
1934,7,2.2,2.2,0.0,64.6,7.8
1934,8,7.6,0.1,0.0,141.0,4.0
1934,9,6.6,9.1,0.0,119.3,9.6
1934,10,2.3,6.3,1.0,117.5,0.2
1934,11,8.8,3.5,6.0,18.2,1.2
1934,12,0.0,6.0,0.0,120.5,8.7
1935,1,7.8,3.1,4.0,37.4,3.2
1935,2,8.8,2.5,7.0,85.4,6.6
1935,3,0.2,3.5,2.0,33.2,2.7
1935,4,2.1,3.8,0.0,56.2,2.1
1935,5,5.8,5.3,1.0,22.2,1.6
1935,6,7.6,9.7,0.0,104.6,1.2
1935,7,0.2,0.4,0.0,30.5,3.2
1935,8,9.5,0.7,0.0,73.7,5.2
1935,9,6.0,8.6,0.0,98.6,0.1
1935,10,2.6,5.8,1.0,88.6,1.0
1935,11,8.6,2.7,4.0,99.3,1.3
1935,12,5.4,0.4,12.0,60.6,9.2
1936,1,5.3,0.5,15.0,85.2,3.7
1936,2,6.6,0.8,10.0,46.4,4.4
1936,3,0.1,4.0,3.0,43.4,2.9
1936,4,1.0,1.9,12.0,15.6,9.6
1936,5,5.5,6.3,0.0,41.0,4.4
1936,6,8.6,9.2,0.0,111.0,9.0
1936,7,8.1,1.1,0.0,152.6,9.0
1936,8,9.9,1.5,0.0,46.3,2.7
1936,9,7.1,9.8,0.0,111.5,6.9
1936,10,3.4,5.9,2.0,73.0,2.1
1936,11,8.1,2.0,8.0,90.4,9.1
1936,12,8.3,2.8,2.0,81.3,9.2
1937,1,7.9,2.5,5.0,116.8,5.1
1937,2,7.9,1.8,5.0,86.2,9.1
1937,3,7.0,0.1,17.0,58.2,7.0
1937,4,2.5,5.8,0.0,57.5,9.1
1937,5,6.6,7.1,0.0,27.6,7.7
1937,6,7.5,9.2,0.0,54.4,1.8
1937,7,9.0,0.9,0.0,83.1,3.2
1937,8,0.3,1.4,0.0,74.8,9.0
1937,9,6.4,8.5,0.0,60.0,6.6
1937,10,2.4,5.0,3.0,68.8,1.7
1937,11,9.3,3.7,4.0,32.7,9.5
1937,12,5.7,0.6,11.0,56.6,5.2
1938,1,8.3,2.5,3.0,98.2,5.9
1938,2,8.5,2.5,4.0,31.0,8.8
1938,3,2.7,6.2,1.0,25.6,7.6
1938,4,3.6,2.4,5.0,2.3,5.9
1938,5,4.3,5.8,1.0,97.8,0.6
1938,6,7.1,8.9,0.0,91.5,9.3
1938,7,7.9,0.4,0.0,121.8,6.4
1938,8,9.2,0.2,0.0,65.6,4.2
1938,9,7.2,9.8,0.0,55.5,1.1
1938,10,3.3,6.8,0.0,139.3,8.3
1938,11,1.0,6.1,0.0,103.2,4.9
1938,12,7.2,1.2,9.0,84.8,3.1
1939,1,6.0,0.4,14.0,76.7,8.3
1939,2,9.2,3.7,1.0,51.9,1.0
1939,3,0.1,3.0,2.0,77.4,9.2
1939,4,2.6,4.1,3.0,61.0,8.5
1939,5,6.1,6.5,0.0,30.6,0.1
1939,6,9.3,8.2,0.0,49.7,3.0
1939,7,8.5,0.8,0.0,113.2,5.8
1939,8,9.8,0.9,0.0,41.3,6.5
1939,9,6.9,9.0,0.0,45.8,6.1
1939,10,2.3,4.4,6.0,92.6,6.3
1939,11,1.1,5.3,0.0,125.9,1.5
1939,12,6.2,1.4,9.0,60.4,0.0
1940,1,4.3,1.2,17.0,77.4,6.4
1940,2,7.3,2.2,5.0,71.7,8.8
1940,3,0.3,2.7,7.0,99.0,4.3
1940,4,2.7,5.1,2.0,75.2,8.1
1940,5,6.6,7.0,0.0,23.8,8.3
1940,6,1.4,0.0,0.0,40.8,6.0
1940,7,8.1,9.6,0.0,134.7,1.7
1940,8,9.7,0.7,0.0,13.8,5.6
1940,9,6.4,7.7,0.0,66.5,8.0
1940,10,2.4,6.6,1.0,109.0,9.1
1940,11,9.9,3.4,3.0,71.9,1.5
1940,12,7.1,1.2,8.0,91.6,6.3
1941,1,3.4,1.5,17.0,41.8,2.8
1941,2,7.3,0.2,15.0,75.1,9.9
1941,3,9.3,4.1,0.0,89.4,2.6
1941,4,9.7,4.1,2.0,42.1,3.5
1941,5,4.6,4.6,2.0,60.7,6.9
1941,6,8.8,9.6,0.0,15.7,9.3
1941,7,9.2,1.2,0.0,73.6,5.6
1941,8,8.5,0.0,0.0,101.7,1.1
1941,9,9.0,0.8,0.0,26.0,7.4
1941,10,4.4,6.8,2.0,91.3,7.3
1941,11,9.9,3.6,2.0,94.7,1.5
1941,12,8.8,3.8,3.0,39.3,9.1
1942,1,6.8,1.4,9.0,123.7,9.8
1942,2,6.0,0.2,13.0,30.2,5.6
1942,3,9.7,2.8,7.0,75.0,0.2
1942,4,3.3,4.5,0.0,57.6,3.5
1942,5,5.5,6.1,0.0,81.0,2.0
1942,6,8.9,9.0,0.0,4.6,4.0
1942,7,8.9,0.5,0.0,113.4,1.0
1942,8,8.6,1.4,0.0,108.0,3.8
1942,9,6.0,9.2,1.0,105.8,4.2
1942,10,2.6,6.0,1.0,56.4,0.5
1942,11,9.3,2.0,7.0,13.4,8.5
1942,12,9.9,4.4,2.0,98.0,8.4
1943,1,8.1,3.2,4.0,99.4,2.8
1943,2,0.0,3.9,0.0,46.4,8.8
1943,3,0.6,3.8,1.0,29.7,4.7
1943,4,4.0,6.1,0.0,35.3,9.7
1943,5,5.7,5.8,1.0,85.6,7.3
1943,6,8.6,9.4,0.0,76.5,8.0
1943,7,0.4,0.7,0.0,66.2,6.5
1943,8,8.0,0.7,0.0,100.9,9.7
1943,9,6.0,8.7,0.0,52.0,7.2
1943,10,3.9,7.2,0.0,70.5,2.9
1943,11,9.7,3.4,4.0,57.3,4.4
1943,12,7.4,2.6,3.0,56.3,2.9
1944,1,9.2,4.3,1.0,54.7,0.9
1944,2,8.1,1.2,6.0,24.0,3.8
1944,3,0.8,1.6,10.0,20.3,4.3
1944,4,4.6,6.1,1.0,50.4,3.6
1944,5,5.8,6.6,0.0,41.6,8.4
1944,6,7.2,8.5,0.0,99.0,9.7
1944,7,9.1,2.1,0.0,66.3,4.5
1944,8,0.3,1.2,0.0,102.0,1.0
1944,9,5.9,7.9,0.0,105.4,1.7
1944,10,2.3,5.5,0.0,111.0,4.8
1944,11,9.1,3.0,5.0,120.2,6.3
1944,12,7.4,2.1,3.0,103.6,8.6
1945,1,4.2,1.9,18.0,52.3,2.9
1945,2,0.7,4.6,2.0,67.9,8.8
1945,3,2.3,5.5,1.0,33.3,8.2
1945,4,4.3,5.5,1.0,39.5,6.8
1945,5,6.0,6.5,2.0,89.2,5.0
1945,6,7.7,9.7,0.0,106.2,4.4
1945,7,9.7,1.6,0.0,88.6,0.8
1945,8,0.3,0.9,0.0,42.2,3.6
1945,9,8.0,0.1,0.0,63.3,6.4
1945,10,4.8,7.8,0.0,84.9,8.9
1945,11,0.6,4.7,4.0,12.0,2.0
1945,12,9.3,4.0,2.0,63.2,
1946,1,7.0,1.3,6.0,107.8,
1946,2,8.9,3.3,6.0,54.8,
1946,3,0.4,2.3,5.0,27.5,
1946,4,4.0,4.0,2.0,21.6,
1946,5,5.3,4.8,1.0,22.6,
1946,6,7.2,8.6,0.0,78.3,
1946,7,8.8,0.6,0.0,79.7,
1946,8,7.5,9.4,0.0,120.0,
1946,9,6.3,9.8,0.0,149.3,
1946,10,2.3,7.2,0.0,30.5,
1946,11,0.2,4.4,3.0,113.8,
1946,12,6.9,0.8,9.0,97.3,
1947,1,6.2,0.9,8.0,56.3,0.9
1947,2,2.1,2.1,23.0,26.6,6.1
1947,3,6.7,0.0,12.0,114.7,8.1
1947,4,2.2,4.0,3.0,91.4,1.6
1947,5,6.0,7.7,0.0,76.5,1.9
1947,6,8.1,0.1,0.0,95.0,3.9
1947,7,8.8,0.7,0.0,82.4,
1947,8,3.2,1.7,0.0,14.2,
1947,9,7.5,9.3,0.0,68.2,1.5
1947,10,4.6,7.7,0.0,49.2,2.4
1947,11,0.3,3.9,8.0,101.6,9.7
1947,12,7.1,3.2,5.0,80.8,1.2
1948,1,6.6,1.3,8.0,170.8,0.1
1948,2,7.9,2.2,6.0,46.2,6.0
1948,3,3.2,4.3,1.0,66.0,2.6
1948,4,3.7,4.5,1.0,63.5,2.0
1948,5,6.3,5.0,2.0,58.2,2.3
1948,6,6.8,8.8,0.0,110.1,6.4
1948,7,9.1,0.5,0.0,62.0,9.5
1948,8,8.2,0.6,0.0,89.0,7.7
1948,9,6.5,9.4,0.0,66.6,7.6
1948,10,3.6,6.4,2.0,56.8,7.5
1948,11,1.5,5.0,4.0,67.2,5.8
1948,12,8.4,2.8,4.0,114.9,7.9
1949,1,9.3,3.1,5.0,61.2,3.8
1949,2,9.5,3.1,2.0,63.9,3.6
1949,3,0.5,2.6,6.0,53.5,2.1
1949,4,3.7,5.5,1.0,55.5,9.7
1949,5,5.7,5.6,0.0,48.2,8.5
1949,6,0.5,9.2,0.0,24.9,2.9
1949,7,0.0,1.8,0.0,69.3,1.9
1949,8,9.4,1.8,0.0,77.0,3.4
1949,9,8.8,0.4,0.0,62.7,3.1
1949,10,4.3,7.9,1.0,122.9,3.8
1949,11,9.9,3.6,3.0,61.5,0.1
1949,12,8.5,2.6,3.0,116.4,0.4
1950,1,8.4,3.3,5.0,43.3,1.4
1950,2,8.1,1.5,7.0,73.3,3.0
1950,3,1.9,3.9,2.0,27.5,5.6
1950,4,1.3,3.3,3.0,103.2,0.4
1950,5,6.1,6.6,0.0,21.6,9.0
1950,6,9.7,0.2,0.0,71.9,0.1
1950,7,8.8,1.1,0.0,120.8,6.2
1950,8,8.2,0.7,0.0,134.7,6.9
1950,9,5.5,8.3,0.0,139.2,6.5
1950,10,2.6,6.4,1.0,91.6,6.2
1950,11,8.2,1.3,7.0,67.0,4.8
1950,12,4.1,0.8,16.0,67.8,4.8
1951,1,6.6,1.5,9.0,67.2,5.3
1951,2,6.5,0.2,12.0,76.8,8.8
1951,3,7.9,1.1,8.0,70.7,0.3
1951,4,0.2,3.4,1.0,43.8,1.8
1951,5,3.8,4.9,0.0,38.1,6.7
1951,6,8.1,8.4,0.0,53.6,7.3
1951,7,8.8,1.6,0.0,85.1,2.0
1951,8,7.7,0.6,0.0,111.4,2.8
1951,9,6.7,0.0,0.0,50.8,3.7
1951,10,3.8,7.1,0.0,21.2,2.0
1951,11,0.4,4.7,2.0,139.2,5.4
1951,12,8.4,2.5,7.0,105.6,5.3
1952,1,5.5,0.6,18.0,116.5,0.8
1952,2,7.5,1.0,15.0,25.6,7.3
1952,3,0.2,3.6,5.0,33.9,3.5
1952,4,3.5,5.1,1.0,38.7,5.3
1952,5,6.7,7.6,0.0,25.7,1.5
1952,6,7.2,9.0,0.0,56.4,5.1
1952,7,9.7,1.7,0.0,40.7,5.8
1952,8,8.6,0.7,0.0,42.1,8.4
1952,9,4.4,6.1,0.0,27.0,5.6
1952,10,2.6,5.5,2.0,44.4,1.3
1952,11,7.7,1.5,10.0,46.1,2.7
1952,12,6.4,0.8,12.0,85.4,
1953,1,7.5,2.2,8.0,19.7,1.8
1953,2,8.9,2.8,8.0,34.2,1.1
1953,3,0.6,0.9,12.0,7.0,1.5
1953,4,1.4,1.9,3.0,30.4,4.7
1953,5,7.3,8.1,0.0,32.6,4.9
1953,6,8.1,9.2,0.0,34.3,8.5
1953,7,8.5,0.7,0.0,60.0,4.9
1953,8,8.9,0.8,0.0,33.8,0.1
1953,9,7.4,0.5,0.0,36.2,2.3
1953,10,3.5,6.7,0.0,33.4,3.7
1953,11,0.7,5.3,0.0,38.7,3.1
1953,12,9.7,4.5,3.0,50.9,1.8
1954,1,7.1,1.9,10.0,46.4,9.1
1954,2,6.9,1.5,6.0,54.2,1.4
1954,3,9.4,3.0,6.0,33.1,0.6
1954,4,2.8,3.0,3.0,14.0,0.7
1954,5,5.1,6.4,1.0,50.9,1.7
1954,6,6.5,8.8,0.0,32.4,4.2
1954,7,7.0,0.0,0.0,49.3,5.6
1954,8,7.5,9.7,0.0,37.9,6.5
1954,9,5.3,7.8,0.0,65.4,5.2
1954,10,4.2,7.5,1.0,60.2,0.5
1954,11,9.5,3.0,3.0,46.8,1.9
1954,12,9.2,4.5,1.0,48.8,3.9
1955,1,5.7,0.4,12.0,55.6,3.3
1955,2,5.1,1.5,16.0,27.7,0.6
1955,3,8.8,0.3,18.0,18.3,0.4
1955,4,4.6,4.7,1.0,70.3,3.8
1955,5,3.8,5.5,0.0,73.5,3.7
1955,6,6.4,9.1,0.0,107.5,3.3
1955,7,2.2,1.0,0.0,50.3,7.8
1955,8,1.7,2.5,0.0,27.4,2.9
1955,9,8.0,9.9,0.0,83.5,4.6
1955,10,3.0,5.1,2.0,37.7,1.7
1955,11,0.3,5.4,2.0,51.4,0.4
1955,12,8.8,3.0,4.0,102.9,0.1
1956,1,6.6,0.9,13.0,50.1,6.2
1956,2,5.7,0.9,19.0,26.7,3.1
1956,3,0.4,3.8,2.0,67.1,4.6
1956,4,2.6,3.0,6.0,27.6,2.1
1956,5,6.1,7.0,1.0,33.1,0.1
1956,6,7.4,8.2,0.0,62.7,9.7
1956,7,8.8,1.1,0.0,95.5,3.8
1956,8,6.9,9.1,0.0,150.0,9.3
1956,9,6.2,0.0,0.0,84.5,4.1
1956,10,3.1,6.2,1.0,49.4,6.6
1956,11,9.9,4.6,1.0,58.0,0.6
1956,12,8.8,4.2,3.0,138.1,3.7
1957,1,8.5,1.8,9.0,114.4,7.9
1957,2,8.6,1.8,7.0,51.4,5.0
1957,3,2.2,6.5,1.0,62.3,2.7
1957,4,3.2,4.2,0.0,29.8,3.5
1957,5,5.2,5.8,1.0,61.8,7.9
1957,6,9.9,8.3,0.0,35.6,4.1
1957,7,8.3,1.6,0.0,93.8,5.0
1957,8,8.1,1.0,0.0,141.4,1.4
1957,9,5.2,8.3,0.0,98.3,8.9
1957,10,3.2,6.9,0.0,88.6,2.8
1957,11,9.4,3.8,5.0,25.2,5.7
1957,12,8.2,2.7,3.0,109.3,8.9
1958,1,7.0,1.5,9.0,86.4,7.2
1958,2,8.3,2.1,8.0,99.3,9.8
1958,3,7.4,0.9,13.0,35.1,0.9
1958,4,1.9,3.9,4.0,30.6,3.3
1958,5,4.6,5.3,0.0,67.2,3.6
1958,6,7.0,9.3,0.0,137.5,1.5
1958,7,9.2,1.3,0.0,138.2,4.4
1958,8,8.3,1.2,0.0,99.1,8.4
1958,9,8.0,1.0,0.0,74.2,2.3
1958,10,3.7,7.6,0.0,99.5,6.6
1958,11,0.6,5.2,1.0,42.4,8.1
1958,12,7.2,1.7,5.0,131.4,5.8
1959,1,5.5,1.0,19.0,55.9,2.7
1959,2,9.2,2.2,8.0,25.9,6.9
1959,3,1.4,4.3,0.0,59.5,9.3
1959,4,3.2,4.4,0.0,73.8,7.2
1959,5,7.9,6.7,1.0,33.6,9.1
1959,6,9.5,9.5,0.0,50.5,3.4
1959,7,0.4,1.7,0.0,84.2,3.1
